timestamp,ecg_raw
1758745393.4055486,707
1758745393.410116,683
1758745393.4142234,731
1758745393.4159648,701
1758745393.4196825,694
1758745393.4233491,673
1758745393.427352,692
1758745393.431595,713
1758745393.4355133,717
1758745393.4378157,707
1758745393.4417949,691
1758745393.4458497,662
1758745393.4498448,705
1758745393.45393,681
1758745393.457793,673
1758745393.4597588,694
1758745393.4635367,706
1758745393.4676898,697
1758745393.471751,676
1758745393.475884,677
1758745393.4796991,684
1758745393.4815578,712
1758745393.4855082,665
1758745393.4893072,688
1758745393.4936054,680
1758745393.4975073,692
1758745393.4993687,696
1758745393.503452,691
1758745393.5073948,671
1758745393.5111098,677
1758745393.5147882,661
1758745393.5188322,702
1758745393.5206246,685
1758745393.5244827,699
1758745393.5283418,676
1758745393.5325167,705
1758745393.5366118,683
1758745393.5411227,692
1758745393.54291,712
1758745393.5474052,704
1758745393.5513628,700
1758745393.5551653,668
1758745393.559053,707
1758745393.5635862,671
1758745393.56527,691
1758745393.5692472,708
1758745393.5733442,666
1758745393.5776818,698
1758745393.581629,662
1758745393.5860896,682
1758745393.5878844,704
1758745393.591888,729
1758745393.595692,706
1758745393.5999005,670
1758745393.604068,703
1758745393.6085665,711
1758745393.6103046,716
1758745393.6140862,691
1758745393.6180928,711
1758745393.6221442,697
1758745393.6259959,701
1758745393.6309028,707
1758745393.6329148,710
1758745393.6369188,699
1758745393.6412935,685
1758745393.645448,693
1758745393.649325,700
1758745393.653846,722
1758745393.655777,706
1758745393.6597216,686
1758745393.664008,702
1758745393.6679802,662
1758745393.6719253,678
1758745393.6736028,691
1758745393.6777556,710
1758745393.6816418,670
1758745393.6857865,668
1758745393.689674,706
1758745393.693711,688
1758745393.6955028,709
1758745393.6999824,710
1758745393.7040827,660
1758745393.7084007,676
1758745393.7125008,663
1758745393.716607,701
1758745393.718469,717
1758745393.7233436,712
1758745393.7273667,694
1758745393.7316325,658
1758745393.735455,682
1758745393.7391431,706
1758745393.7407665,732
1758745393.745093,676
1758745393.7489552,699
1758745393.7534113,672
1758745393.7573514,702
1758745393.7610955,693
1758745393.762752,718
1758745393.7666445,678
1758745393.7710395,667
1758745393.7747657,697
1758745393.7788882,669
1758745393.7824845,675
1758745393.784191,712
1758745393.7881272,699
1758745393.7924862,696
1758745393.7972941,656
1758745393.8011656,673
1758745393.8070946,669
1758745393.8089292,678
1758745393.8132946,690
1758745393.817328,699
1758745393.821992,683
1758745393.8262231,684
1758745393.8280435,711
1758745393.8331666,683
1758745393.837353,669
1758745393.8415456,673
1758745393.8456128,649
1758745393.8497005,709
1758745393.851714,701
1758745393.8558233,679
1758745393.8611462,695
1758745393.8652678,689
1758745393.8692734,683
1758745393.8735032,693
1758745393.8754358,711
1758745393.8794243,703
1758745393.8842504,714
1758745393.8882804,712
1758745393.892364,720
1758745393.8964834,697
1758745393.8983274,705
1758745393.9022386,717
1758745393.9063923,681
1758745393.9112458,696
1758745393.9155934,666
1758745393.919704,684
1758745393.9215415,694
1758745393.9256642,718
1758745393.9298005,681
1758745393.9349196,665
1758745393.9389782,681
1758745393.942844,690
1758745393.9445558,694
1758745393.9482875,683
1758745393.9519923,706
1758745393.9557846,680
1758745393.960058,713
1758745393.9641216,706
1758745393.96575,697
1758745393.9696627,673
1758745393.9734113,659
1758745393.9774723,697
1758745393.981434,713
1758745393.9833887,725
1758745393.9873726,710
1758745393.9910831,684
1758745393.9947863,680
1758745393.9985642,662
1758745394.0023398,683
1758745394.003966,721
1758745394.0078046,716
1758745394.0116313,699
1758745394.015422,696
1758745394.0192428,691
1758745394.0231464,692
1758745394.0248675,732
1758745394.0284941,706
1758745394.0321748,679
1758745394.0358636,686
1758745394.0397944,677
1758745394.0435736,688
1758745394.0452373,723
1758745394.048991,719
1758745394.0526385,699
1758745394.056476,714
1758745394.0603821,695
1758745394.0645566,722
1758745394.0662117,719
1758745394.0700135,676
1758745394.0738828,702
1758745394.0779388,667
1758745394.082146,712
1758745394.0881915,702
1758745394.090082,706
1758745394.0937178,703
1758745394.0976317,667
1758745394.101597,695
1758745394.1056588,724
1758745394.1096783,685
1758745394.1116707,696
1758745394.115843,698
1758745394.1206155,682
1758745394.1243753,668
1758745394.128401,690
1758745394.1320074,698
1758745394.133822,696
1758745394.1377783,698
1758745394.1417863,709
1758745394.1457796,683
1758745394.1514237,690
1758745394.1534808,697
1758745394.157556,728
1758745394.161362,725
1758745394.1656346,669
1758745394.1695094,712
1758745394.1733856,718
1758745394.1752102,714
1758745394.1797283,705
1758745394.1841204,687
1758745394.1891534,710
1758745394.1932325,677
1758745394.1975322,714
1758745394.1993608,700
1758745394.203157,686
1758745394.2072587,704
1758745394.2115266,701
1758745394.215264,709
1758745394.2191875,722
1758745394.2208922,704
1758745394.2247608,697
1758745394.2285643,687
1758745394.2322142,681
1758745394.2359397,718
1758745394.239773,693
1758745394.2414725,697
1758745394.2453678,713
1758745394.2493377,668
1758745394.2531345,697
1758745394.256844,684
1758745394.2607305,677
1758745394.2624638,691
1758745394.266696,698
1758745394.2704566,688
1758745394.2741613,711
1758745394.2778647,682
1758745394.281724,685
1758745394.2835588,687
1758745394.2874658,716
1758745394.2914197,693
1758745394.2951903,669
1758745394.2989023,689
1758745394.3026175,695
1758745394.304295,688
1758745394.3082857,678
1758745394.3121665,703
1758745394.3160136,698
1758745394.3197055,695
1758745394.3213847,690
1758745394.3250813,692
1758745394.328871,663
1758745394.332649,662
1758745394.3363037,663
1758745394.3403816,715
1758745394.3420691,707
1758745394.3459134,695
1758745394.349835,705
1758745394.3535962,705
1758745394.3573534,701
1758745394.3611057,716
1758745394.3628912,714
1758745394.3671763,684
1758745394.3709857,704
1758745394.3753273,669
1758745394.379217,707
1758745394.3834782,677
1758745394.385276,704
1758745394.3891137,702
1758745394.3928869,661
1758745394.3967168,694
1758745394.4004223,690
1758745394.4048972,681
1758745394.4066157,701
1758745394.4102428,693
1758745394.4140744,688
1758745394.4179904,699
1758745394.421725,679
1758745394.4254713,692
1758745394.4271028,710
1758745394.4317682,677
1758745394.435723,711
1758745394.4395056,673
1758745394.4432142,697
1758745394.4469523,708
1758745394.4487495,723
1758745394.4524615,680
1758745394.456933,657
1758745394.4607186,691
1758745394.4644706,700
1758745394.4681914,699
1758745394.4698384,690
1758745394.4735641,670
1758745394.478143,672
1758745394.482365,663
1758745394.4860198,722
1758745394.4882126,716
1758745394.492193,691
1758745394.496293,686
1758745394.500662,685
1758745394.5048547,676
1758745394.5088408,694
1758745394.5105798,695
1758745394.5147185,701
1758745394.518886,669
1758745394.5227323,683
1758745394.5266867,693
1758745394.530616,683
1758745394.5326178,682
1758745394.5365288,684
1758745394.5408015,663
1758745394.5467503,650
1758745394.5508409,675
1758745394.5549057,680
1758745394.5571272,683
1758745394.5621085,692
1758745394.5664544,673
1758745394.5701814,673
1758745394.573902,662
1758745394.5777006,676
1758745394.5796967,688
1758745394.5834112,688
1758745394.5871055,691
1758745394.5907276,656
1758745394.5943956,690
1758745394.598228,692
1758745394.6000352,706
1758745394.6037734,674
1758745394.6074908,691
1758745394.6113508,669
1758745394.6153364,681
1758745394.619256,698
1758745394.621214,692
1758745394.6249785,672
1758745394.6285987,651
1758745394.6329887,707
1758745394.6366882,696
1758745394.640891,700
1758745394.6426554,692
1758745394.6465027,669
1758745394.650211,661
1758745394.6539364,671
1758745394.6576636,704
1758745394.6593754,689
1758745394.663247,709
1758745394.6670647,689
1758745394.6708572,693
1758745394.6744962,691
1758745394.6783442,685
1758745394.680096,683
1758745394.6840243,689
1758745394.6971312,688
1758745394.7008228,701
1758745394.7297356,697
1758745394.7336056,676
1758745394.7353768,688
1758745394.7641025,693
1758745394.7680643,655
1758745394.7963848,656
1758745394.800173,668
1758745394.8300784,669
1758745394.8319051,680
1758745394.8358288,688
1758745394.8628988,675
1758745394.8666747,677
1758745394.8967,658
1758745394.90063,674
1758745394.9023616,688
1758745394.929516,669
1758745394.933561,677
1758745394.9640307,649
1758745394.9678648,674
1758745394.9958298,683
1758745394.9976435,704
1758745395.0014544,659
1758745395.0298696,703
1758745395.0337138,663
1758745395.062376,676
1758745395.0661535,687
1758745395.0678573,674
1758745395.096499,671
1758745395.1003637,704
1758745395.128919,684
1758745395.1326842,690
1758745395.1625776,700
1758745395.1643913,679
1758745395.1681044,657
1758745395.195567,676
1758745395.1993787,656
1758745395.229201,688
1758745395.23093,692
1758745395.2346501,682
1758745395.2620502,696
1758745395.2660089,687
1758745395.2958565,663
1758745395.2996867,693
1758745395.3013818,683
1758745395.329922,684
1758745395.333763,674
1758745395.3624194,693
1758745395.3662953,674
1758745395.394821,665
1758745395.3965745,681
1758745395.4002676,676
1758745395.4289227,662
1758745395.432686,650
1758745395.461452,691
1758745395.466096,665
1758745395.4678385,689
1758745395.4968476,695
1758745395.501419,651
1758745395.5280294,679
1758745395.5327866,658
1758745395.5617793,668
1758745395.563878,712
1758745395.567995,675
1758745395.5946023,687
1758745395.5983162,675
1758745395.6283798,673
1758745395.6320834,670
1758745395.6339808,679
1758745395.6623774,707
1758745395.6663094,679
1758745395.694952,646
1758745395.6988575,661
1758745395.7286139,679
1758745395.7304816,684
1758745395.7346559,672
1758745395.76146,662
1758745395.7657182,689
1758745395.795397,699
1758745395.7993913,675
1758745395.801261,704
1758745395.8294592,670
1758745395.833563,668
1758745395.861765,681
1758745395.8658407,686
1758745395.8676443,690
1758745395.8960414,683
1758745395.899839,652
1758745395.9284286,678
1758745395.932303,695
1758745395.960905,703
1758745395.9626584,693
1758745395.9664948,668
1758745395.9963186,675
1758745396.000031,674
1758745396.0275555,672
1758745396.0315127,692
1758745396.0333245,700
1758745396.0627766,682
1758745396.066506,680
1758745396.0940433,697
1758745396.0979075,679
1758745396.1278696,711
1758745396.1296244,688
1758745396.1335845,675
1758745396.161884,703
1758745396.1657176,652
1758745396.194346,702
1758745396.19817,684
1758745396.1997943,698
1758745396.228451,704
1758745396.2321904,658
1758745396.2611344,684
1758745396.2650893,675
1758745396.2936542,667
1758745396.2955916,684
1758745396.2998333,703
1758745396.3292801,668
1758745396.3333626,647
1758745396.360015,684
1758745396.3640442,694
1758745396.3658528,708
1758745396.3955927,720
1758745396.3994536,679
1758745396.4268265,651
1758745396.4308643,665
1758745396.460372,683
1758745396.4624112,704
1758745396.4661098,673
1758745396.4947062,688
1758745396.4986153,662
1758745396.5270865,678
1758745396.529,709
1758745396.5341797,703
1758745396.5610356,705
1758745396.5648332,644
1758745396.5934308,689
1758745396.597314,670
1758745396.5990834,697
1758745396.6277523,694
1758745396.6316502,659
1758745396.6613977,667
1758745396.6652691,660
1758745396.6925187,696
1758745396.6943755,716
1758745396.698066,686
1758745396.7280881,677
1758745396.7319005,674
1758745396.7594957,689
1758745396.7634306,687
1758745396.7652016,697
1758745396.7946706,667
1758745396.798575,681
1758745396.8272035,677
1758745396.831106,670
1758745396.8596737,700
1758745396.8613844,725
1758745396.8650663,674
1758745396.893795,681
1758745396.8977094,653
1758745396.9262004,696
1758745396.9299502,702
1758745396.9316738,698
1758745396.960263,666
1758745396.9639766,681
1758745396.994246,686
1758745396.9980152,694
1758745397.0255063,716
1758745397.0274014,695
1758745397.0313165,663
1758745397.0610573,655
1758745397.0651252,699
1758745397.0922365,717
1758745397.0964835,686
1758745397.0982285,687
1758745397.1275964,682
1758745397.1313982,676
1758745397.1599617,659
1758745397.1639705,712
1758745397.165929,718
1758745397.194034,692
1758745397.1982446,677
1758745397.2265306,691
1758745397.230562,669
1758745397.2589822,706
1758745397.2607415,707
1758745397.2644622,687
1758745397.2937155,698
1758745397.297636,696
1758745397.32702,688
1758745397.330761,665
1758745397.3328786,697
1758745397.3598342,707
1758745397.363787,689
1758745397.393641,666
1758745397.3977463,713
1758745397.424578,671
1758745397.4265661,700
1758745397.4304752,680
1758745397.460033,670
1758745397.463895,663
1758745397.4925797,703
1758745397.4967055,666
1758745397.4985633,697
1758745397.5265417,700
1758745397.5302846,650
1758745397.5591474,675
1758745397.563089,668
1758745397.5915673,683
1758745397.5932527,711
1758745397.5972185,661
1758745397.6255994,680
1758745397.6295507,681
1758745397.659447,673
1758745397.6632597,664
1758745397.665255,704
1758745397.6922402,684
1758745397.6959822,683
1758745397.7260394,655
1758745397.7301779,665
1758745397.75833,689
1758745397.7600708,687
1758745397.7637866,697
1758745397.7926357,692
1758745397.7964814,660
1758745397.8262053,701
1758745397.830023,675
1758745397.8318343,679
1758745397.859499,705
1758745397.8634126,690
1758745397.8918622,687
1758745397.8960366,676
1758745397.8978038,679
1758745397.92593,671
1758745397.92979,696
1758745397.9594975,662
1758745397.9633327,695
1758745397.992153,703
1758745397.9939137,690
1758745397.9978192,716
1758745398.0261445,669
1758745398.0299728,673
1758745398.0587032,665
1758745398.0629268,696
1758745398.0647845,712
1758745398.0930455,723
1758745398.0971391,666
1758745398.1271858,697
1758745398.133187,662
1758745398.1596196,681
1758745398.1629944,701
1758745398.1684723,701
1758745398.195536,665
1758745398.1999974,699
1758745398.2249615,696
1758745398.232752,690
1758745398.2347035,707
1758745398.2590766,690
1758745398.264327,686
1758745398.2916117,707
1758745398.2994335,695
1758745398.3257453,699
1758745398.3281696,714
1758745398.332228,668
1758745398.360241,716
1758745398.3647542,652
1758745398.3957152,699
1758745398.4055884,687
1758745398.4083657,700
1758745398.441398,669
1758745398.4474447,681
1758745398.4627733,693
1758745398.4691625,690
1758745398.496007,692
1758745398.5017362,712
1758745398.507758,667
